Part,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02
21091776,2,0,1,1,0,0,0,3,0,1,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
90289102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,2,1,1,3,1
90451378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,2,1,1,0,1,1,0,2,0,1,1,0,0,0,3,1
90451465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,3,0,1,0,1,0,1,0,0,1,2,1,0,0,1,1,2,0,0,0
21041727,1,0,1,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0
21054756,0,1,0,0,2,1,0,2,0,0,0,0,0,0,1,2,0,0,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
21054788,3,0,2,1,0,1,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
21055097,0,1,0,2,2,1,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21056274,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0
21056514,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,1
21060750,1,1,0,1,1,0,0,0,0,1,0,2,1,0,0,2,0,3,1,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21064875,0,0,0,0,0,0,2,0,2,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
21068004,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,1,0
21081243,0,0,1,1,0,0,0,0,1,0,1,1,1,1,2,2,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21314113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,2,2,2,1,0,0,1,0,1,2,0,1,0,1,2
21034119,0,0,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1
21046251,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
21048468,1,0,2,5,0,2,1,1,0,0,0,1,0,0,0,2,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21049101,1,0,0,1,0,0,2,1,2,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0
21049345,2,0,0,1,2,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
21052143,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
21053172,0,0,2,0,1,0,3,0,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1
21056307,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0
21057243,0,0,0,0,1,1,2,1,0,0,1,2,1,0,2,2,0,0,0,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21058486,1,0,1,1,0,1,0,0,0,0,1,0,1,0,2,3,0,1,0,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
21059826,0,1,1,4,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
21063282,1,2,1,0,1,0,2,0,0,0,1,2,1,0,0,0,2,0,2,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21066522,1,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,1,0
21068926,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
21091641,4,3,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21135776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,2,0,0,0,1,2,2,0,2,0,0,1,0,1,1,1,2,1
21035345,0,2,1,0,0,1,2,1,0,1,0,0,2,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21049344,2,2,0,2,0,0,0,0,0,0,1,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
21049908,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
21050118,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,1,0,1,0,1,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0
21054524,1,2,3,0,0,1,0,1,0,0,0,3,1,2,0,0,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21055106,0,2,1,1,1,1,2,2,2,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21055773,0,1,1,0,2,1,2,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
21069784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,1,0,0,3,1,0,0,0,1,2,1,0,1,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0
21088599,0,0,0,0,1,1,0,3,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,2
21091929,2,4,0,0,0,1,2,2,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
21312136,0,0,0,0,1,1,0,0,0,2,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
21315505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,3,0,3,1,1,1,0,3,0,1,1,1,0,1,2,0,0,0,0,0,0,1
21034604,0,1,0,1,0,2,0,2,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,4,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0
21046875,4,2,1,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
21049208,1,0,2,0,1,2,2,2,0,1,0,0,0,0,0,2,0,3,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
21050411,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,1,1,0,0,0,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,1,1
21053489,1,1,0,0,1,0,1,0,2,2,1,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
21054132,0,0,2,0,2,0,3,1,0,0,0,3,2,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21054575,0,2,0,0,0,1,2,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0
21054763,2,0,0,1,0,1,0,1,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21057478,0,0,2,3,0,1,0,0,0,0,2,0,2,2,1,2,1,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21058481,2,3,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
21059366,1,2,1,1,0,0,2,0,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
21060802,2,2,3,0,1,2,0,0,0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21063074,0,0,2,0,0,2,2,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
21063128,5,2,0,1,3,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21063276,0,1,0,2,3,0,4,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21063285,0,0,0,0,2,0,1,2,0,0,0,0,2,1,2,0,0,3,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
21051523,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,4,0,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0
21054577,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,4,0,1,1,1,1,1,0,2,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21056927,0,0,0,2,0,0,0,1,1,0,0,2,1,2,3,0,2,1,0,2,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
21057234,0,4,0,0,1,0,1,1,1,1,0,1,6,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21059355,2,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
21062996,1,1,1,2,2,0,2,0,0,2,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,1,0
21063040,0,0,2,0,0,0,0,0,0,0,0,1,3,3,2,0,0,2,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
21063131,0,0,1,2,1,0,0,1,0,2,2,0,2,0,3,1,0,0,1,0,1,0,0,1,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21063293,1,0,0,0,1,0,1,1,0,0,3,0,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,1,1,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
21063312,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,2,0,0,3,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,2,0,1,1,0,1,1,1,0,0,0,1,0
21070196,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,0,4,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,3,0,0,0,2,1,0,0,1,0,0,0,0,0,0
21312114,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,1,1,2,0,0,1,1,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
21034225,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1,3,0,0,0,1,0,1,1,0
21035077,0,0,0,0,0,1,2,0,0,4,1,0,2,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
21049124,0,1,2,0,0,1,2,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,0,0,0,0,0,0,1,0,1
21050806,1,1,2,0,1,2,1,1,1,1,0,2,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21054143,1,2,1,0,2,0,2,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,4
21057242,1,2,0,1,1,1,2,1,0,0,0,2,2,0,2,1,0,0,0,2,1,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21061145,1,1,0,2,5,1,0,3,1,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21064864,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,2,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2,2,0,1,0,0,0,0,1,2
21067075,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,1,0,0,2,0,0,0,2,2,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1
21072246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,2,0,2,1,0,1,0,1,2,0,2,2,1,2,2,0,0,1,1
21081263,3,1,3,1,0,3,2,1,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
21086551,1,1,1,0,0,0,0,0,0,2,2,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0
21091946,0,0,1,1,1,4,1,0,0,0,2,1,3,0,0,0,1,0,3,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21104651,4,1,0,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,3,0,0,1,0,0,0,0,0,2,0,0,1,0
21105273,1,0,2,0,0,1,0,0,0,2,0,2,0,1,1,0,0,1,1,2,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2
21122714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,2,3,0,0,0,2,1,0,0,1,1,3,1,0,0,0,0,2,1,3,0,0,1,0,0
21312917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,0,1,0,1,1,1,2,0,1,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0
90147113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,4,5,0,2,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
90522960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,0,1,0,2,2,0,2,2,0,0,0,0,2,1,0,1,3,1,1,0,1
90606357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,1,2,4,1,0,0,2,0,3,1,0,0,0,0,1,0,1,1,1,0,1,0,0
90606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,1,2,1,2,2,1,0,0,0,1,1
90606410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,1,1,0,2,3,0,4,4,0,2,0,0
12140431,1,1,0,0,0,0,3,1,1,0,0,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,2,1,0,0,1,2,0,0,0,0,1,1,0
15383265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,2,0,0,4,1,0,0,2,0,1,0,0,1,1,2,0,2,0,1,1,0,1,0,0,0
21032487,0,1,0,0,0,1,0,1,2,2,0,0,0,0,1,2,0,0,1,2,2,1,1,0,0,2,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
21047886,0,0,3,0,1,1,1,0,1,1,1,0,2,0,0,2,0,0,1,1,1,1,1,0,2,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
21048405,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,4,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,2,0,0,1,0,0
21048934,2,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,1,0,1,0,0,1,2,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21051283,0,0,0,0,2,1,2,0,1,1,0,0,1,0,1,1,0,1,1,0,0,2,1,2,0,0,2,1,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
21051354,0,3,0,1,2,3,1,0,2,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21052144,1,2,0,0,0,1,1,2,1,1,1,0,0,1,1,0,2,0,0,0,0,0,2,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,0,0,0
21052275,2,2,0,0,0,0,0,2,0,0,0,1,2,0,0,1,1,2,3,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0
21052652,3,1,0,0,0,1,0,0,1,0,2,0,3,1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,3,0
21053129,2,1,3,0,0,0,0,1,0,2,0,1,3,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0
21054576,0,0,1,0,0,1,0,3,4,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0
21054797,0,0,0,0,0,0,2,0,2,1,0,1,3,1,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0
21058447,2,0,0,1,1,1,0,0,2,1,0,0,1,2,2,0,2,2,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21058594,2,0,0,2,0,0,2,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
21063264,2,2,1,3,1,3,2,1,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
